,Bairro,CEP,CNES,CNPJ,CPF,Complemento,Data Expedição,Dependência,Gestão,Logradouro,Município,Nome,Nome Empresarial,Número,Número Alvará,Orgão Expedidor,Personalidade,Sub Tipo Estabelecimento,Telefone,Tipo Estabelecimento,UF,_id
606dbca21007da45f6e06fa1,SALGADO FILHO,17500090,3739341,--,--,--,16/08/2005,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,MAURO ANTONIO DE MARCHI,MAURO ANTONIO DE MARCHI,536,352900501-851-00128708,SMS,FÍSICA,--,14-34330200,CONSULTORIO ISOLADO,SP,606dbca21007da45f6e06fa1
606dbca31007da45f6e06fa2,BARBOSA,17502020,3691012,--,--,--,05/07/2005,INDIVIDUAL,MUNICIPAL,RUA SETE DE SETEMBRO,MARILIA - IBGE - 352900,MAURO DO NASCIMENTO FILHO,MAURO DO NASCIMENTO FILHO,430,352900501-851-00121509,SMS,FÍSICA,--,14-34338763,CONSULTORIO ISOLADO,SP,606dbca31007da45f6e06fa2
606dbca51007da45f6e06fa3,CENTRO,17500010,6490190, 11251617000104,--,--,26/03/2010,INDIVIDUAL,MUNICIPAL,RUA QUATRO DE ABRIL,MARILIA - IBGE - 352900,MEDSIGNS,MEDSIGNS LABORATORIO DE MEDICINA DESPORTIVA LTDA,61,352900501-863-001245-1-6,SMS,JURÍDICA,--,14-34335433,CONSULTORIO ISOLADO,SP,606dbca51007da45f6e06fa3
606dbca61007da45f6e06fa4,SALGADO FILHO,17502010,3735044,--,--,--,06/06/2005,INDIVIDUAL,MUNICIPAL,RUA CORONEL JOSE BRAZ,MARILIA - IBGE - 352900,MILTON ALONSO RUBIO,MILTON ALONSO RUBIO,1240,352900501-851-000934-1-6,SMS,FÍSICA,--,14-34331576,CONSULTORIO ISOLADO,SP,606dbca61007da45f6e06fa4
606dbca71007da45f6e06fa5,MARACA,17533391,0302910, 36223457000102,--,--,21/02/2020,INDIVIDUAL,MUNICIPAL,AV PASTOR DARCI DA SILVA LIMA,MARILIA - IBGE - 352900,MK ODONTOLOGIA MARACA,MK ODONTOLOGIA LTDA,415,352900501-863-002651-1-0,SMS,JURÍDICA,--,(14) 3434-2838,CONSULTORIO ISOLADO,SP,606dbca71007da45f6e06fa5
606dbca81007da45f6e06fa6,FRAGATA,17519050,3690962,--,--,--,14/01/2013,INDIVIDUAL,MUNICIPAL,RUA LOURIVAL FREIRE,MARILIA - IBGE - 352900,MONICA ASPERTI BRANDAO,MONICA ASPERTI BRANDAO,235,352900501-863-001519-1-2,SMS,FÍSICA,--,14-34335321,CONSULTORIO ISOLADO,SP,606dbca81007da45f6e06fa6
606dbca91007da45f6e06fa7,JARDIM TANGARA,17516022,7717164, 21274793000107,--,--,06/02/2015,INDIVIDUAL,MUNICIPAL,RUA LEONEL DE SOUZA BARROS,MARILIA - IBGE - 352900,MOVIMENTE CENTRO ESPECIALIZADO EM REABILITACAO,MOVIMENTE CENTRO ESPECIALIZADO EM REABILITACAO S S LTDA,07,352900501-865-000507-1-7,SMS,JURÍDICA,--,(14) 3413-5240,CONSULTORIO ISOLADO,SP,606dbca91007da45f6e06fa7
606dbcaa1007da45f6e06fa8,CENTRO,17515200,5233631, 16690051000122,--,--,26/04/2019,INDIVIDUAL,MUNICIPAL,AVENIDA CRISTO REI,MARILIA - IBGE - 352900,MTC CLINICA MEDICA,MTC CLINICA MEDICA LTDA,162,352900501863-001616-16,SMS,JURÍDICA,--,14-34545494,CONSULTORIO ISOLADO,SP,606dbcaa1007da45f6e06fa8
606dbcab1007da45f6e06fa9,BANZATO,17515200,9785035,--,--,SALA 02,25/04/2019,INDIVIDUAL,MUNICIPAL,AV CRISTO REI,MARILIA - IBGE - 352900,NATALY DE LUCCAS BUENO,NATALY DE LUCCAS BUENO,162,35290050186300249017,SMS,FÍSICA,--,(14) 3413-8263,CONSULTORIO ISOLADO,SP,606dbcab1007da45f6e06fa9
606dbcac1007da45f6e06faa,SOMENZARI,17506040,2092751,--,--,--,06/11/2015,MANTIDA,ESTADUAL,AV SANTO ANTONIO,MARILIA - IBGE - 352900,NGA NUCLEO DE GESTAO ASSISTENCIAL 29 MARILIA,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,1669,35290059086300002712,SES,JURÍDICA,OUTROS,(14)34338002,CLINICA/CENTRO DE ESPECIALIDADE,SP,606dbcac1007da45f6e06faa
606dbcad1007da45f6e06fab,BARBOSA,17501441,9939644, 10979993000149,--,--,10/10/2019,INDIVIDUAL,MUNICIPAL,AVENIDA SAMPAIO VIDAL,MARILIA - IBGE - 352900,NOSSA CLINICA MARILIA,JOAO FLAVIO DOS SANTOS ME,33,352900-501-863-001211-1-8,SMS,JURÍDICA,--,(14) 3413-6200,CONSULTORIO ISOLADO,SP,606dbcad1007da45f6e06fab
606dbcae1007da45f6e06fac,FRAGATA,17526380,9211810,--,--,--,10/04/2017,INDIVIDUAL,MUNICIPAL,RUA JOSE AUGUSTO DE ARAUJO,MARILIA - IBGE - 352900,NUTRICIONISTA JAQUELINE JEREMIAS,JAQUELINE MARIN TENORIO JEREMIAS NASCIMENTO,69,352900501-865-000623-1-6,SMS,FÍSICA,--,(14) 4101-1422,CONSULTORIO ISOLADO,SP,606dbcae1007da45f6e06fac
606dbcaf1007da45f6e06fad,JARDIM TANGARA,17516010,0151920, 27493341000100,--,--,26/01/2020,INDIVIDUAL,MUNICIPAL,JOSE BERTONHA,MARILIA - IBGE - 352900,O P MEDICINA E FISIOTERAPIA,O P MEDICINA E FISIOTERAPIA LTDA,103,35290050186500064513,SMS,JURÍDICA,--,14 34545017,CONSULTORIO ISOLADO,SP,606dbcaf1007da45f6e06fad
606dbcb01007da45f6e06fae,POLON,17502050,5290430,--,--,--,23/01/2007,INDIVIDUAL,MUNICIPAL,RUA NOVE DE JULHO,MARILIA - IBGE - 352900,ODONTO CENTER CENTRO ODONTOLOGICO,ODONTO CENTER CENTRO ODONTOLOGICO,2283,352900501-851-000758-1-7,SMS,FÍSICA,--,014-34330613,CONSULTORIO ISOLADO,SP,606dbcb01007da45f6e06fae
606dbcb11007da45f6e06faf,ALTO CAFEZAL,17504020,6754430, 04641258000128,--,--,25/04/2011,INDIVIDUAL,MUNICIPAL,AV SANTO ANTONIO,MARILIA - IBGE - 352900,ODONTO HAD,ODONTO HAD MARILIA LTDA,962,352900501-864-000033-1-0,SMS,JURÍDICA,--,14-34546556,CONSULTORIO ISOLADO,SP,606dbcb11007da45f6e06faf
606dbcb21007da45f6e06fb0,CENTRO,17500110,6102441, 04127109000145,--,--,13/02/2008,INDIVIDUAL,MUNICIPAL,R DOM PEDRO,MARILIA - IBGE - 352900,ODONTOLOGIA E ORDOTONDIA ESPECIALIZADA STA MARIANA,ODONTOLOGIA E ORDOTONDIA ESPECIALIZADA STA MARIANA,321,352900501-863-001031-1-01,SMS,JURÍDICA,--,14-34532220,CONSULTORIO ISOLADO,SP,606dbcb21007da45f6e06fb0
606dbcb41007da45f6e06fb1,ALTO CAFEZAL,17500180,6102581,--,--,--,01/12/2008,INDIVIDUAL,MUNICIPAL,RUA JOSE DE ANCHIETA,MARILIA - IBGE - 352900,ODONTOLOGIA GALANTE,VITOR GALANTE MOURO,116,352900501-863-001124-1-0,SMS,FÍSICA,--,14-34132424,CONSULTORIO ISOLADO,SP,606dbcb41007da45f6e06fb1
606dbcb51007da45f6e06fb2,MARIA IZABEL,17515430,6102719, 32676973000131,--,--,26/03/2019,INDIVIDUAL,MUNICIPAL,RUA NAVARRO DE ANDRADE,MARILIA - IBGE - 352900,ODONTOLOGIA PADOVAN,ODONTOLOGIA PADOVAN LTDA,44,352900501-863-00244813,SMS,JURÍDICA,--,--,CONSULTORIO ISOLADO,SP,606dbcb51007da45f6e06fb2
606dbcb61007da45f6e06fb3,BARBOSA,17501000,6024270,--,--,2 ANDAR SALA 21 22,26/09/2008,INDIVIDUAL,MUNICIPAL,AV CARLOS GOMES,MARILIA - IBGE - 352900,OFTALMO CLINICA,SEGISMAR PESQUERO RECHE,312,352900501-863-000164-1-1,SMS,FÍSICA,--,14-34222866,CONSULTORIO ISOLADO,SP,606dbcb61007da45f6e06fb3
606dbcb71007da45f6e06fb4,BARBOSA,17501090,3636402, 05145832000110,--,--,10/05/2005,INDIVIDUAL,MUNICIPAL,RUA BANDEIRANTES,MARILIA - IBGE - 352900,OFTALMOCENTER ACFC SS LTDA,OFTALMOCENTER ACFC SS LTDA,206,352900501-851-0006221-9,SMS,JURÍDICA,--,(14)34334231,CONSULTORIO ISOLADO,SP,606dbcb71007da45f6e06fb4
606dbcb81007da45f6e06fb5,BARBOSA,17502000,3962245, 59990671000190,--,--,30/11/2012,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,OFTALMOCLINICA DFT,OFTALMOCLINICA DFT LTDA,642,352900501-863-009291-6,SMS,JURÍDICA,OUTROS,14-34225306,CLINICA/CENTRO DE ESPECIALIDADE,SP,606dbcb81007da45f6e06fb5
606dbcb91007da45f6e06fb6,BARBOSA,17502020,3690997,--,--,--,05/07/2005,INDIVIDUAL,MUNICIPAL,RUA SETE DE SETEMBRO,MARILIA - IBGE - 352900,OLIVIA CORREA CORDEIRO,OLIVIA CORREA CORDEIRO,430,352900501-851-00121-4-01,SMS,FÍSICA,--,14-34338763,CONSULTORIO ISOLADO,SP,606dbcb91007da45f6e06fb6
606dbcba1007da45f6e06fb7,MARIA IZABEL,17515220,5571545, 02215111000140,--,--,14/09/2007,INDIVIDUAL,MUNICIPAL,RUA 21 DE ABRIL,MARILIA - IBGE - 352900,ONLIFE,UTI MOVEL MARILIA S C LTDA,385,352900501-862-000001-16,SMS,JURÍDICA,--,14-34224255,UNIDADE MOVEL TERRESTRE,SP,606dbcba1007da45f6e06fb7
606dbcba1007da45f6e06fb8,FRAGATA,17519101,7675003,--,--,--,--,MANTIDA,ESTADUAL,RUA AZIZ ATALLAH,MARILIA - IBGE - 352900,ORGANIZACAO DE PROCURA DE ORGAOS E TECIDOS HC MARILIA,SECRETARIA DE ESTADO DA SAUDE,S/N,--,--,JURÍDICA,ORGANIZACAO DE PROCURA DE ORGAOS E TECIDOS,--,"CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL",SP,606dbcba1007da45f6e06fb8
606dbcbb1007da45f6e06fb9,BARBOSA,17501470,6167756,--,--,--,01/02/2009,INDIVIDUAL,MUNICIPAL,AV SANTO ANTONIO,MARILIA - IBGE - 352900,ORTHODONT,NATALIA SANTOS SOUZA,22,352900501-863-000143-1-1,SMS,FÍSICA,--,14-34139700,CONSULTORIO ISOLADO,SP,606dbcbb1007da45f6e06fb9
606dbcbc1007da45f6e06fba,BARBOSA,17501460,7324456, 97548172000136,--,--,20/03/2018,INDIVIDUAL,MUNICIPAL,RUA 24 DE DEZEMBRO,MARILIA - IBGE - 352900,ORTHOS CLINICA ODONTOLOGICA,CENTRO ODONTOLOGICO INTEGRADO DE MARILIA LTDA ME,229,352900863001439-1-0,SMS,JURÍDICA,--,--,CONSULTORIO ISOLADO,SP,606dbcbc1007da45f6e06fba
606dbcbd1007da45f6e06fbb,CENTRO,17500050,7503970,--,--,--,02/05/2014,INDIVIDUAL,MUNICIPAL,RUA QUINZE DE NOVEMBRO,MARILIA - IBGE - 352900,ORTO VITALE,CANDICE BRUNA SA PAES,334,352900501-863-001674-1-0,SMS,FÍSICA,--,14 - 3413-3330,CONSULTORIO ISOLADO,SP,606dbcbd1007da45f6e06fbb
606dbcbe1007da45f6e06fbc,BARBOSA,17501110,6285406,--,--,--,06/03/2009,INDIVIDUAL,MUNICIPAL,RUA MARECHAL DEODORO,MARILIA - IBGE - 352900,ORTOCLINICA MARILIA,SERGIO DE OLIVEIRA BRUNO BELLUCI,316,352900501-863-001173-1-5,SMS,FÍSICA,--,14-34223066,CONSULTORIO ISOLADO,SP,606dbcbe1007da45f6e06fbc
606dbcbf1007da45f6e06fbd,BARBOSA,17500090,6053297, 08911952000179,--,--,20/06/2008,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,ORTOPLASTICA,ORTOPLASTICA CLINICA MEDICA SS LTDA,536,352900501-963000974,SMS,JURÍDICA,--,14-34330200,CONSULTORIO ISOLADO,SP,606dbcbf1007da45f6e06fbd
606dbcc01007da45f6e06fbe,SALGADO FILHO,17502270,3738930,--,--,--,--,INDIVIDUAL,MUNICIPAL,RUA BOROROS,MARILIA - IBGE - 352900,OSVALDO FERIOLI PEREIRA,OSVALDO FERIOLI PEREIRA,84,--,--,FÍSICA,--,14-34543090,CONSULTORIO ISOLADO,SP,606dbcc01007da45f6e06fbe
606dbcc11007da45f6e06fbf,ALTO CAFEZAL,17502020,5035449, 59990283000109,--,--,07/06/2006,INDIVIDUAL,MUNICIPAL,RUA 07 DE SETEMBRO,MARILIA - IBGE - 352900,OTHO CLINICA,OTHO CLINICA LTDA,1262,352900050-1-851-000-77410,SMS,JURÍDICA,OUTROS,14-34225070,CLINICA/CENTRO DE ESPECIALIDADE,SP,606dbcc11007da45f6e06fbf
606dbcc21007da45f6e06fc0,CHACARA ELIANA,17527070,3636410,--,--,--,--,MANTIDA,MUNICIPAL,RUA EDUARDO NEVES,MARILIA - IBGE - 352900,PA REGIAO OESTE,PREFEITURA MUNICIPAL DE MARILIA,161,352900501-851-001408-0-5,SMS,JURÍDICA,OUTROS,(14)34324836,CLINICA/CENTRO DE ESPECIALIDADE,SP,606dbcc21007da45f6e06fc0
606dbcc31007da45f6e06fc1,MONTE CASTELO,17520460,3636429,--,--,--,--,MANTIDA,MUNICIPAL,RUA ANTONIO PEREIRA DA SILVA,MARILIA - IBGE - 352900,PA REGIAO SUL,PREFEITURA MUNICIPAL DE MARILIA,288,352900501-851-001406-0--0,SMS,JURÍDICA,PRONTO ATENDIMENTO GERAL,(14)34514551,PRONTO ATENDIMENTO,SP,606dbcc31007da45f6e06fc1
606dbcc41007da45f6e06fc2,JD MARIA ISABEL,17515220,5171008, 09207825000156,--,--,24/04/2008,INDIVIDUAL,MUNICIPAL,RUA 21 DE ABRIL,MARILIA - IBGE - 352900,PEC ASSESSORIA DE TECNOLOGIA EM SAUDE,PEC ASSESSORIA DE TECNOLOGIA EM SAUDE LTDA,143,352900501-863-001023-1-8,SMS,JURÍDICA,--,14-34225288,CONSULTORIO ISOLADO,SP,606dbcc41007da45f6e06fc2
606dbcc51007da45f6e06fc3,ZONA RURAL,17533990,2716879, 96291141003286,--,--,07/08/2003,MANTIDA,MUNICIPAL,RODOV COMANDANTE JOAO R DE BARROS,MARILIA - IBGE - 352900,PENITENCIARIA DE MARILIA SP,SECRETARIA DE ESTADO DA ADMINISTRACAO PENITENCIARIA,465,380/03,SMS,JURÍDICA,--,(14)34252888,CENTRO DE SAUDE/UNIDADE BASICA,SP,606dbcc51007da45f6e06fc3
606dbcc61007da45f6e06fc4,ALTO CAFEZAL,17502020,6488390, 07542433000118,--,--,09/06/2016,INDIVIDUAL,MUNICIPAL,RUA 07 DE SETEMBRO,MARILIA - IBGE - 352900,PLAMED SERVICOS MEDICOS,PLAMED SERVICOS MEDICOS LTDA,979,35290050186300187313,SMS,JURÍDICA,--,(14) 3433-4456,CONSULTORIO ISOLADO,SP,606dbcc61007da45f6e06fc4
606dbd337d196042c6da00fb,COIMBRA,17527070,2035162,--,--,--,--,MANTIDA,MUNICIPAL,RUA EDUARDO NEVES,MARILIA - IBGE - 352900,POLICLINICA DA REGIAO OESTE,PREFEITURA MUNICIPAL DE MARILIA,161,--,--,JURÍDICA,--,14-34324836,POLICLINICA,SP,606dbd337d196042c6da00fb
606dbd347d196042c6da00fc,JD MARIA ISABEL,17515460,5143004, 07074096000181,--,--,23/02/2006,INDIVIDUAL,MUNICIPAL,RUA CLAUDIO MANOEL DA COSTA,MARILIA - IBGE - 352900,PREVENCOR CENTRO DE PREV E TRAT CARDIOVASCULAR MARILIA,PREVENCOR CENTRO PREVEN TRAT CARDIOVASCULAR MARILIA SS LTDA,56,352900501-851-001069-1-7,SMS,JURÍDICA,--,14-34022700,CONSULTORIO ISOLADO,SP,606dbd347d196042c6da00fc
606dbd357d196042c6da00fd,SALGADO FILHO,17502000,5193516, 04844896000146,--,--,26/06/2011,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,PREVICLIN SERVICO MEDICOS,PREVICLIN SERVICO MEDICOS S S LTDA,1393,352600501-863-001147-1-5,SMS,JURÍDICA,--,14-34138612,CONSULTORIO ISOLADO,SP,606dbd357d196042c6da00fd
606dbd367d196042c6da00fe,SALGADO FILHO,17502275,5292182, 04997408000130,--,--,06/02/2007,INDIVIDUAL,MUNICIPAL,RUA TUPA,MARILIA - IBGE - 352900,PRO FISIO,PROFISIO CLINICA DE FISIOTERAPIA E REAB DE MARILIA S C LTDA,150,352900501-865-000004-1-8,SMS,JURÍDICA,--,34225473,CONSULTORIO ISOLADO,SP,606dbd367d196042c6da00fe
606dbd377d196042c6da00ff,MARIA ISABEL,17515240,9344519, 28257412000120,--,--,02/10/2017,INDIVIDUAL,MUNICIPAL,RUA CARLOS BOTELHO,MARILIA - IBGE - 352900,PRO LIFE PATOLOGIA DIAGNOSTICA,PRO LIFE PATOLOGIA DIAGNOSTICA LTDA,123,352900501864000116,SMS,JURÍDICA,--,14996160555,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),SP,606dbd377d196042c6da00ff
606dbd387d196042c6da0100,FRAGATA,17519180,6850626, 01746030000104,--,A,01/08/2011,INDIVIDUAL,MUNICIPAL,RUA PLINIO AMARAL,MARILIA - IBGE - 352900,PRO SAUDE CLINICA DE FISIOTERAPIA,PRO SAUDE CLINICA DE FISIOTERAPIA LTDA,140,352900501-865-000274-1-3,SMS,JURÍDICA,--,(14) 3422-1701,CONSULTORIO ISOLADO,SP,606dbd387d196042c6da0100
606dbd397d196042c6da0101,CENTRO,17509054,7618921, 10485061000140,--,--,01/06/2015,INDIVIDUAL,MUNICIPAL,AVENIDA REPUBLICA,MARILIA - IBGE - 352900,PROCLINICA MARILIA,CLINICA MEDICA E ODONTOLOGICA ARAUJO DE PAULA LTDA,644,352900501-863-001248-1-8,SMS,JURÍDICA,--,(14) 3432-1242,CONSULTORIO ISOLADO,SP,606dbd397d196042c6da0101
606dbd3a7d196042c6da0102,DIRCEU,17537001,7803877, 01965567000165,--,--,20/08/2015,INDIVIDUAL,MUNICIPAL,RUA B FLORIDA,MARILIA - IBGE - 352900,PROJETO VIDA NOVA,ASSOCIACAO DE RECUPERACAO DE DEPENDENTES QUIMICOS,01,352900501-872-000005-0-7,SMS,JURÍDICA,--,--,CONSULTORIO ISOLADO,SP,606dbd3a7d196042c6da0102
606dbd3b7d196042c6da0103,CENTRO,17501030,7122268, 97547456000108,--,--,10/08/2012,INDIVIDUAL,MUNICIPAL,AVENIDA GONCALVES DIAS,MARILIA - IBGE - 352900,PROMED,PROMED CONSULTORIA E SAUDE OCUPACIONAL S S LTDA,337,352900501-863-001610-1-2,SMS,JURÍDICA,--,(14) 3413-1918,CONSULTORIO ISOLADO,SP,606dbd3b7d196042c6da0103
606dbd3c7d196042c6da0104,CENTRO,17500022,6750311, 66872888000594,--,--,10/11/2010,INDIVIDUAL,MUNICIPAL,AV SAMPAIO VIDAL,MARILIA - IBGE - 352900,PRONTO ATENDIMENTO UNIMED,UNIMED DE MARILIA COOPERATIVA DE TRABALHO MEDICO,1125,352900501863001365,SMS,JURÍDICA,PRONTO ATENDIMENTO GERAL,14-34222511,PRONTO ATENDIMENTO,SP,606dbd3c7d196042c6da0104
606dbd3d7d196042c6da0105,CENTRO,17500022,3537196, 02677539000105,--,--,--,INDIVIDUAL,MUNICIPAL,AV SAMPAIO VIDAL,MARILIA - IBGE - 352900,PRONTOMED,PRONTOMED MARILIA SC LTDA,1125,0100384,SMS,JURÍDICA,--,(14)34222511,POLICLINICA,SP,606dbd3d7d196042c6da0105
606dbd3e7d196042c6da0106,PALMITAL,17509001,9644555, 26338206000110,--,--,28/02/2018,INDIVIDUAL,MUNICIPAL,AV NELSON SPIELMAN,MARILIA - IBGE - 352900,PROTEGE CLINICA MEDICA E SEGURANCA OCUPACIONAL,PROTEGE CLINICA MEDICA E SEGURANCA OCUPACIONAL LTDA,847,355900501-863-02042-1-18,SMS,JURÍDICA,--,14-33068074,CONSULTORIO ISOLADO,SP,606dbd3e7d196042c6da0106
606dbd3f7d196042c6da0107,CENTRO,17509072,0608548, 23653847000170,--,SALA 3,03/03/2021,INDIVIDUAL,MUNICIPAL,PERNAMBUCO,MARILIA - IBGE - 352900,PSICOVIDA SAUDE E PSICOLOGIA INTEGRADA,SHAIA CIRILLO RABIH BRANDAO,225,35290050186500079219,SMS,JURÍDICA,--,--,CONSULTORIO ISOLADO,SP,606dbd3f7d196042c6da0107
606dbd407d196042c6da0108,CASCATA,17509130,7664486,--,--,SALA 02,24/12/2014,INDIVIDUAL,MUNICIPAL,RUA RIO GRANDE DO SUL,MARILIA - IBGE - 352900,PSIN PSICOLOGIA INTEGRAL,CELIA REGINA SEBILHANO PERENETTE,466,352900501-8695-000508-1-4,SMS,FÍSICA,--,(14) 99692-2223,CONSULTORIO ISOLADO,SP,606dbd407d196042c6da0108
606dbd417d196042c6da0109,JARDIM TANGARA,17516000,9211683, 27319970000100,--,SALA 1007,26/05/2017,INDIVIDUAL,MUNICIPAL,AVENIDADAS ESMERALDAS,MARILIA - IBGE - 352900,QUALIX,QUALIX SERVICOS DE ASSISTENCIA EM SAUDE E INFUSAO ASSISTIDA,821,35290050186300214116,SMS,JURÍDICA,--,--,CONSULTORIO ISOLADO,SP,606dbd417d196042c6da0109
606dbd427d196042c6da010a,JD MARIA ISABEL,17515260,6426298, 05508839000159,--,--,28/11/2011,INDIVIDUAL,MUNICIPAL,RUA TOMAZ GONZAGA,MARILIA - IBGE - 352900,REABILITAR,INSTITUTO DE SAUDE COLETIVA E REAB DE MARILIA LTDA,172,35290005-1-863001502-1-5,SMS,JURÍDICA,--,14-34331116,CONSULTORIO ISOLADO,SP,606dbd427d196042c6da010a
606dbd437d196042c6da010b,CASCATA,17515000,3739058,--,--,--,28/07/2005,INDIVIDUAL,MUNICIPAL,AV VICENTE FERREIRA,MARILIA - IBGE - 352900,REINALDO HADDAD,REINALDO HADDAD,1245,352900501-851-001269,SMS,FÍSICA,--,14-34337377,CONSULTORIO ISOLADO,SP,606dbd437d196042c6da010b
606dbd447d196042c6da010c,ALTO CAFEZAL,17502000,6328571, 08448621000144,--,--,01/07/2009,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,ROD RADIOLOGIA,ROD RADIOLOGIA ODONTOLOGICA DIGITAL LTDA,693,352900501-864-000029-1-7,SMS,JURÍDICA,--,14-34138788,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),SP,606dbd447d196042c6da010c
606dbd457d196042c6da010d,MARIA IZABEL,17510450,9959149,--,--,--,16/10/2019,INDIVIDUAL,MUNICIPAL,RUA DAS SAFIRAS,MARILIA - IBGE - 352900,ROSIANE MARTINEZ FRUTUOSO,ROSIANE MARTINEZ FRUTUOSO,56,35290050186500072818,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606dbd457d196042c6da010d
606dbd467d196042c6da010e,SALGADO FILHO,17502000,3698475,--,--,--,08/07/2005,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,RUBENS AUGUSTO BRAZIL SILVADO,RUBENS AUGUSTO BRAZIL SILVADO,111,352900501-851-001230-0-5,SMS,FÍSICA,--,14-34333962,CONSULTORIO ISOLADO,SP,606dbd467d196042c6da010e
606dbd477d196042c6da010f,SALGADO FILHO,17502020,2716860,--,--,--,--,MANTIDA,MUNICIPAL,RUA SETE DE SETEMBRO,MARILIA - IBGE - 352900,S A E MARILIA MARIA ANGELICA VIEIRA CARVALHO,PREFEITURA MUNICIPAL DE MARILIA,716,--,--,JURÍDICA,OUTROS,14-34137421,CLINICA/CENTRO DE ESPECIALIDADE,SP,606dbd477d196042c6da010f
606dbd487d196042c6da0110,JARDIM MARIA IZABEL,17515300,5193532, 50842004000195,--,--,31/07/2020,INDIVIDUAL,MUNICIPAL,AV CASCATA,MARILIA - IBGE - 352900,S A M SERVICOS DE ANESTESIA MARILIA,S A M SERVICOS DE ANESTESIA MARILIA S C LTDA,116,352900501-863-001665-1-0,SMS,JURÍDICA,--,(14) 3433-8500,CONSULTORIO ISOLADO,SP,606dbd487d196042c6da0110
606dbd497d196042c6da0111,CENTRO,17509001,3922111, 54727029000107,--,--,03/06/2005,INDIVIDUAL,MUNICIPAL,AV NELSON SPIELMAN,MARILIA - IBGE - 352900,SALUTAR SAUDE OCUPACIONAL,SALUTAR SAUDE OCUPACIONAL LTDA,537,352900501-851-000016-1-0,SMS,JURÍDICA,--,14-34225441,CONSULTORIO ISOLADO,SP,606dbd497d196042c6da0111
606dbd4a7d196042c6da0112,MARIA ISABEL,17519254,7485697,--,--,--,--,MANTIDA,MUNICIPAL,AVENIDA ARCHIMEDES MANHAES,MARILIA - IBGE - 352900,SAMU MOTOLANCIA I MARILIA,PREFEITURA MUNICIPAL DE MARILIA,23,--,--,JURÍDICA,--,34023380,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,SP,606dbd4a7d196042c6da0112
606dbd4b7d196042c6da0113,MARIA ISABEL,17519254,9109811,--,--,--,--,MANTIDA,MUNICIPAL,AVENIDA ARCHIMEDES MANHAES,MARILIA - IBGE - 352900,SAMU MOTOLANCIA II MARILIA,PREFEITURA MUNICIPAL DE MARILIA,23,--,--,JURÍDICA,--,(14) 3402-3380,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,SP,606dbd4b7d196042c6da0113
606dbd4c7d196042c6da0114,CASCATA,17519254,3636445,--,--,--,--,MANTIDA,MUNICIPAL,AVENIDA ARCHIMEDES MANHAES,MARILIA - IBGE - 352900,SAMU USA I MARILIA,PREFEITURA MUNICIPAL DE MARILIA,23,--,--,JURÍDICA,--,14-34023380,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,SP,606dbd4c7d196042c6da0114
606dbd4c7d196042c6da0115,FRAGATA,17515150,0422533,--,--,--,--,MANTIDA,MUNICIPAL,ARCHIMEDES MANHAES,MARILIA - IBGE - 352900,SAMU USA II REGIONAL,PREFEITURA MUNICIPAL DE MARILIA,23,--,--,JURÍDICA,--,14-34023380,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,SP,606dbd4c7d196042c6da0115
606dbd4d7d196042c6da0116,FRAGATA,17519254,6980201,--,--,--,--,MANTIDA,MUNICIPAL,AV ARCHIMEDES MANHAES,MARILIA - IBGE - 352900,SAMU USB I MARILIA,PREFEITURA MUNICIPAL DE MARILIA,23,--,--,JURÍDICA,--,14 - 34023380,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,SP,606dbd4d7d196042c6da0116
606dbd4e7d196042c6da0117,FRAGATA,17519254,6980236,--,--,--,--,MANTIDA,MUNICIPAL,AV ARCHIMEDES MANHAES,MARILIA - IBGE - 352900,SAMU USB II MARILIA,PREFEITURA MUNICIPAL DE MARILIA,23,--,--,JURÍDICA,--,14 - 34023380,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,SP,606dbd4e7d196042c6da0117
